id,data_visita,idade,genero,tipo_inscricao,tipo_treino,tempo_treino_minutos,calorias_queimadas,horario_check_in,status_presenca,periodo_check_in
1995,2024-03-02,40,Feminino,Trimestral,HIIT,89,740,14:40:00,Ausente,Tarde
1996,2024-06-21,24,Feminino,Anual,Yoga,94,791,10:11:00,Ausente,Manhã
1997,2024-10-14,45,Feminino,Mensal,Cardio,36,215,18:48:00,Ausente,Noite
1998,2024-10-31,42,Feminino,Anual,CrossFit,83,765,06:40:00,Ausente,Manhã
1999,2024-01-21,31,Masculino,Mensal,Yoga,86,571,09:32:00,Ausente,Manhã
2000,2024-07-24,47,Outro,Mensal,Cardio,104,718,06:44:00,Ausente,Manhã
2001,2024-04-09,28,Outro,Mensal,Cardio,34,249,08:49:00,Ausente,Manhã
2002,2024-06-11,28,Feminino,Anual,CrossFit,115,1060,12:51:00,Presente,Tarde
2003,2024-02-21,58,Feminino,Trimestral,CrossFit,120,1153,14:25:00,Presente,Tarde
2004,2024-06-01,50,Masculino,Trimestral,CrossFit,50,411,16:21:00,Ausente,Tarde
2005,2024-03-11,48,Feminino,Anual,CrossFit,69,400,07:01:00,Ausente,Manhã
2006,2024-09-03,28,Outro,Trimestral,CrossFit,90,853,11:14:00,Presente,Manhã
2007,2024-05-09,28,Masculino,Trimestral,HIIT,40,316,09:29:00,Ausente,Manhã
2008,2024-04-28,43,Masculino,Anual,Yoga,37,233,13:53:00,Ausente,Tarde
2009,2024-02-14,41,Feminino,Anual,Treino de força,97,525,05:08:00,Ausente,Manhã
2010,2024-12-23,37,Feminino,Anual,Yoga,33,243,05:16:00,Presente,Manhã
2011,2024-05-21,56,Masculino,Trimestral,Cardio,64,362,05:39:00,Presente,Manhã
2012,2024-06-19,44,Masculino,Anual,Yoga,69,394,22:31:00,Presente,Noite
2013,2024-07-15,39,Masculino,Mensal,Cardio,39,210,13:56:00,Ausente,Tarde
2014,2024-11-25,56,Feminino,Trimestral,CrossFit,33,240,18:07:00,Ausente,Noite
2015,2024-12-11,43,Masculino,Trimestral,HIIT,73,392,07:06:00,Presente,Manhã
2016,2024-10-25,34,Masculino,Anual,CrossFit,42,384,19:02:00,Presente,Noite
2017,2024-02-17,64,Masculino,Trimestral,HIIT,50,334,06:58:00,Ausente,Manhã
2018,2024-08-27,24,Outro,Mensal,Yoga,40,212,13:08:00,Ausente,Tarde
2019,2024-10-27,21,Masculino,Anual,Yoga,116,937,10:14:00,Ausente,Manhã
2020,2024-05-21,60,Masculino,Mensal,CrossFit,105,569,18:32:00,Ausente,Noite
2021,2024-11-11,64,Feminino,Anual,HIIT,119,815,14:24:00,Ausente,Tarde
2022,2024-05-08,20,Masculino,Mensal,Cardio,91,889,05:36:00,Ausente,Manhã
2023,2024-03-28,38,Outro,Mensal,CrossFit,33,322,10:52:00,Ausente,Manhã
2024,2024-12-13,44,Masculino,Anual,Treino de força,93,691,08:21:00,Ausente,Manhã
2025,2024-12-03,27,Outro,Trimestral,Yoga,64,351,18:51:00,Presente,Noite
2026,2024-10-08,32,Outro,Trimestral,Cardio,66,546,15:59:00,Ausente,Tarde
2027,2024-07-19,42,Feminino,Mensal,CrossFit,66,640,06:01:00,Presente,Manhã
2028,2024-05-28,29,Outro,Anual,Cardio,117,861,21:35:00,Ausente,Noite
2029,2024-11-12,48,Outro,Mensal,Yoga,87,552,11:35:00,Presente,Manhã
2030,2024-02-15,54,Feminino,Trimestral,Cardio,39,207,07:32:00,Ausente,Manhã
2031,2024-12-03,44,Masculino,Trimestral,CrossFit,40,380,16:25:00,Presente,Tarde
2032,2024-11-08,40,Feminino,Mensal,CrossFit,69,454,22:03:00,Presente,Noite
2033,2024-09-16,44,Masculino,Mensal,Treino de força,79,772,05:52:00,Presente,Manhã
2034,2024-11-15,29,Outro,Mensal,HIIT,37,190,12:07:00,Ausente,Tarde
2035,2024-10-04,57,Outro,Trimestral,Yoga,56,315,16:47:00,Presente,Tarde
2036,2024-02-28,43,Outro,Mensal,Treino de força,64,571,11:03:00,Ausente,Manhã
2037,2024-07-12,30,Outro,Mensal,HIIT,51,450,07:39:00,Presente,Manhã
2038,2024-12-11,27,Masculino,Anual,HIIT,86,440,17:01:00,Ausente,Tarde
2039,2024-04-27,34,Masculino,Anual,CrossFit,52,510,05:42:00,Presente,Manhã
2040,2024-07-07,46,Outro,Anual,Cardio,98,929,20:32:00,Ausente,Noite
2041,2024-04-17,59,Outro,Mensal,CrossFit,51,288,20:15:00,Ausente,Noite
2042,2024-10-30,20,Masculino,Mensal,Cardio,37,263,07:34:00,Ausente,Manhã
2043,2024-07-10,35,Feminino,Mensal,HIIT,74,676,10:11:00,Presente,Manhã
2044,2024-03-23,24,Masculino,Trimestral,HIIT,57,365,22:46:00,Ausente,Noite
2045,2024-04-30,32,Feminino,Anual,Yoga,57,518,08:02:00,Presente,Manhã
2046,2024-12-10,31,Masculino,Mensal,Treino de força,85,800,09:39:00,Ausente,Manhã
2047,2024-03-28,25,Feminino,Anual,Yoga,54,531,06:48:00,Ausente,Manhã
2048,2024-12-18,22,Masculino,Anual,HIIT,65,571,17:03:00,Presente,Tarde
2049,2024-01-09,24,Feminino,Mensal,Cardio,107,544,20:39:00,Presente,Noite
2050,2024-12-01,39,Outro,Anual,Cardio,51,379,06:23:00,Presente,Manhã
2051,2024-10-07,59,Feminino,Trimestral,Treino de força,36,239,21:34:00,Presente,Noite
2052,2024-04-11,24,Outro,Mensal,Cardio,22,120,12:25:00,Ausente,Tarde
2053,2024-11-23,50,Feminino,Mensal,Cardio,51,322,07:46:00,Presente,Manhã
2054,2024-07-29,63,Feminino,Anual,CrossFit,91,681,06:21:00,Ausente,Manhã
2055,2024-10-11,31,Masculino,Mensal,HIIT,104,573,19:42:00,Ausente,Noite
2056,2024-08-26,25,Outro,Mensal,Yoga,76,759,05:17:00,Ausente,Manhã
2057,2024-02-12,61,Outro,Anual,Treino de força,69,450,08:52:00,Ausente,Manhã
2058,2024-11-09,41,Feminino,Mensal,Treino de força,25,172,10:23:00,Presente,Manhã
2059,2024-07-07,27,Feminino,Mensal,Yoga,118,622,22:18:00,Ausente,Noite
2060,2024-02-09,19,Outro,Mensal,Treino de força,52,392,12:14:00,Ausente,Tarde
2061,2024-07-19,44,Masculino,Mensal,Yoga,43,389,09:20:00,Presente,Manhã
2062,2024-06-19,21,Outro,Trimestral,CrossFit,87,761,07:44:00,Ausente,Manhã
2063,2024-12-19,65,Masculino,Mensal,Cardio,101,733,08:13:00,Presente,Manhã
2064,2024-01-14,59,Outro,Anual,Yoga,49,296,16:10:00,Ausente,Tarde
2065,2024-09-01,55,Outro,Trimestral,Cardio,91,852,11:26:00,Presente,Manhã
2066,2024-09-27,63,Feminino,Mensal,Cardio,70,476,12:59:00,Presente,Tarde
2067,2024-06-02,64,Feminino,Mensal,Yoga,35,177,22:29:00,Ausente,Noite
2068,2024-02-10,38,Outro,Trimestral,CrossFit,117,1140,07:52:00,Ausente,Manhã
2069,2024-06-12,35,Feminino,Anual,Yoga,21,207,05:41:00,Ausente,Manhã
2070,2024-06-26,31,Feminino,Anual,Cardio,43,409,19:06:00,Ausente,Noite
2071,2024-08-22,19,Feminino,Trimestral,HIIT,61,599,13:43:00,Presente,Tarde
2072,2024-12-10,49,Feminino,Anual,HIIT,106,940,17:18:00,Ausente,Tarde
2073,2024-10-17,42,Outro,Trimestral,HIIT,97,612,22:28:00,Ausente,Noite
2074,2024-04-15,33,Masculino,Mensal,Yoga,58,415,10:26:00,Presente,Manhã
2075,2024-10-27,57,Outro,Mensal,CrossFit,49,467,11:24:00,Ausente,Manhã
2076,2024-10-10,40,Masculino,Trimestral,Cardio,100,918,05:22:00,Presente,Manhã
2077,2024-04-03,27,Feminino,Trimestral,CrossFit,25,191,13:32:00,Presente,Tarde
2078,2024-06-23,60,Outro,Anual,Yoga,69,345,16:20:00,Ausente,Tarde
2079,2024-03-24,64,Masculino,Mensal,Cardio,21,157,16:22:00,Presente,Tarde
2080,2024-11-26,52,Feminino,Mensal,Yoga,59,324,21:17:00,Ausente,Noite
2081,2024-09-24,57,Feminino,Anual,HIIT,34,333,14:23:00,Presente,Tarde
2082,2024-02-02,65,Masculino,Anual,Treino de força,116,951,06:18:00,Presente,Manhã
2083,2024-04-10,23,Feminino,Anual,Yoga,106,1007,17:23:00,Presente,Tarde
2084,2024-11-09,47,Feminino,Trimestral,CrossFit,78,615,07:50:00,Presente,Manhã
2085,2024-01-04,52,Masculino,Trimestral,Treino de força,90,866,14:33:00,Ausente,Tarde
2086,2024-11-22,40,Feminino,Mensal,Cardio,65,644,09:04:00,Ausente,Manhã
2087,2024-04-13,26,Feminino,Mensal,HIIT,27,193,06:16:00,Presente,Manhã
2088,2024-09-13,34,Outro,Mensal,HIIT,34,281,16:10:00,Ausente,Tarde
2089,2024-11-17,59,Outro,Mensal,HIIT,98,539,20:38:00,Presente,Noite
2090,2024-05-09,61,Masculino,Mensal,Yoga,100,796,05:45:00,Ausente,Manhã
2091,2024-08-03,48,Feminino,Mensal,Yoga,90,694,06:17:00,Ausente,Manhã
2092,2024-02-07,46,Feminino,Trimestral,CrossFit,34,264,11:09:00,Presente,Manhã
2093,2024-09-14,42,Feminino,Mensal,CrossFit,66,448,15:57:00,Ausente,Tarde
2094,2024-06-30,39,Outro,Anual,HIIT,33,311,05:45:00,Presente,Manhã
2095,2024-04-19,46,Outro,Trimestral,Cardio,96,753,16:05:00,Ausente,Tarde
2096,2024-10-24,55,Outro,Anual,Treino de força,116,825,15:31:00,Ausente,Tarde
2097,2024-04-27,27,Outro,Mensal,Yoga,30,235,07:00:00,Ausente,Manhã
2098,2024-06-14,31,Feminino,Trimestral,Treino de força,56,280,17:58:00,Ausente,Tarde
2099,2024-10-14,43,Feminino,Anual,Cardio,34,253,14:43:00,Ausente,Tarde
2100,2024-10-07,18,Outro,Anual,Yoga,96,771,05:26:00,Ausente,Manhã
2101,2024-09-01,58,Feminino,Anual,HIIT,47,243,08:52:00,Ausente,Manhã
2102,2024-01-15,65,Feminino,Trimestral,Cardio,94,572,06:42:00,Ausente,Manhã
2103,2024-08-26,37,Outro,Anual,HIIT,120,685,13:23:00,Ausente,Tarde
2104,2024-02-10,19,Masculino,Trimestral,Treino de força,59,562,18:11:00,Presente,Noite
2105,2024-05-02,38,Outro,Anual,CrossFit,66,508,14:50:00,Ausente,Tarde
2106,2024-08-01,35,Outro,Mensal,HIIT,45,347,13:07:00,Presente,Tarde
2107,2024-05-29,41,Feminino,Anual,HIIT,104,616,06:13:00,Ausente,Manhã
2108,2024-06-16,56,Masculino,Anual,Treino de força,100,795,22:56:00,Presente,Noite
2109,2024-10-10,46,Masculino,Trimestral,Yoga,82,527,13:10:00,Ausente,Tarde
2110,2024-07-01,29,Outro,Mensal,Cardio,82,642,08:37:00,Ausente,Manhã
2111,2024-10-25,57,Masculino,Trimestral,Yoga,91,754,16:48:00,Presente,Tarde
2112,2024-09-03,54,Outro,Anual,Treino de força,54,300,17:33:00,Presente,Tarde
2113,2024-05-14,41,Outro,Mensal,Treino de força,115,1001,09:52:00,Ausente,Manhã
2114,2024-03-04,30,Outro,Anual,Treino de força,95,585,11:20:00,Ausente,Manhã
2115,2024-12-21,24,Outro,Trimestral,Cardio,92,768,09:07:00,Presente,Manhã
2116,2024-09-26,38,Feminino,Trimestral,Yoga,48,285,13:02:00,Presente,Tarde
2117,2024-10-20,62,Feminino,Trimestral,Treino de força,89,676,20:19:00,Ausente,Noite
2118,2024-01-29,47,Outro,Trimestral,Treino de força,107,698,19:46:00,Presente,Noite
2119,2024-07-18,32,Outro,Mensal,Treino de força,41,249,17:34:00,Presente,Tarde
2120,2024-09-04,60,Feminino,Anual,Treino de força,40,291,08:57:00,Ausente,Manhã
2121,2024-08-04,54,Outro,Mensal,Yoga,74,586,15:46:00,Ausente,Tarde
2122,2024-06-13,30,Masculino,Mensal,Cardio,87,572,05:09:00,Presente,Manhã
2123,2024-10-10,19,Outro,Trimestral,Treino de força,69,444,09:40:00,Presente,Manhã
2124,2024-09-27,34,Masculino,Trimestral,Cardio,28,142,22:48:00,Ausente,Noite
2125,2024-07-28,49,Outro,Trimestral,CrossFit,52,410,12:25:00,Ausente,Tarde
2126,2024-04-06,41,Masculino,Anual,HIIT,51,419,06:44:00,Ausente,Manhã
2127,2024-01-20,56,Masculino,Mensal,HIIT,70,424,17:13:00,Presente,Tarde
2128,2024-10-10,61,Masculino,Anual,HIIT,116,1025,13:13:00,Ausente,Tarde
2129,2024-06-01,50,Feminino,Mensal,Treino de força,39,339,18:34:00,Ausente,Noite
2130,2024-02-01,20,Masculino,Trimestral,Treino de força,44,362,06:24:00,Ausente,Manhã
2131,2024-05-22,47,Masculino,Anual,Cardio,97,738,12:40:00,Ausente,Tarde
2132,2024-08-10,58,Outro,Anual,HIIT,20,199,13:32:00,Ausente,Tarde
2133,2024-05-22,62,Outro,Anual,Yoga,94,531,18:24:00,Presente,Noite
2134,2024-04-18,34,Masculino,Anual,Treino de força,72,624,12:48:00,Presente,Tarde
2135,2024-11-11,33,Feminino,Mensal,Treino de força,53,301,14:46:00,Presente,Tarde
2136,2024-09-16,61,Feminino,Trimestral,HIIT,62,391,16:18:00,Ausente,Tarde
2137,2024-08-24,46,Feminino,Anual,HIIT,34,237,19:24:00,Presente,Noite
2138,2024-08-29,51,Masculino,Mensal,Treino de força,68,645,16:29:00,Ausente,Tarde
2139,2024-05-05,54,Feminino,Mensal,HIIT,115,710,08:20:00,Presente,Manhã
2140,2024-02-16,63,Outro,Anual,HIIT,32,303,15:21:00,Presente,Tarde
2141,2024-11-24,22,Masculino,Trimestral,HIIT,23,194,05:54:00,Presente,Manhã
2142,2024-07-22,62,Feminino,Mensal,Treino de força,117,1066,18:48:00,Presente,Noite
2143,2024-03-09,53,Masculino,Trimestral,Cardio,80,610,15:30:00,Presente,Tarde
2144,2024-11-11,29,Feminino,Trimestral,CrossFit,111,1073,22:12:00,Presente,Noite
2145,2024-09-08,27,Masculino,Anual,Cardio,75,590,13:10:00,Ausente,Tarde
2146,2024-10-19,29,Outro,Anual,HIIT,108,611,08:48:00,Presente,Manhã
2147,2024-07-11,33,Outro,Anual,Cardio,61,586,18:12:00,Ausente,Noite
2148,2024-05-13,30,Outro,Trimestral,Cardio,100,798,16:54:00,Presente,Tarde
2149,2024-06-12,23,Masculino,Anual,Treino de força,28,169,11:19:00,Ausente,Manhã
2150,2024-11-19,54,Feminino,Anual,Treino de força,90,603,05:06:00,Presente,Manhã
2151,2024-11-06,48,Masculino,Anual,Cardio,39,374,07:18:00,Ausente,Manhã
2152,2024-12-13,56,Outro,Anual,CrossFit,21,124,21:17:00,Ausente,Noite
2153,2024-10-20,39,Masculino,Trimestral,CrossFit,40,351,13:46:00,Presente,Tarde
2154,2024-12-09,44,Masculino,Trimestral,Cardio,26,193,05:07:00,Presente,Manhã
2155,2024-04-22,54,Feminino,Trimestral,CrossFit,81,543,09:31:00,Presente,Manhã
2156,2024-10-16,64,Feminino,Anual,Cardio,34,179,21:45:00,Ausente,Noite
2157,2024-01-09,53,Feminino,Mensal,Cardio,108,1017,22:47:00,Presente,Noite
2158,2024-06-21,48,Outro,Anual,Yoga,76,433,11:09:00,Presente,Manhã
2159,2024-03-30,23,Feminino,Mensal,Yoga,21,122,13:10:00,Ausente,Tarde
2160,2024-12-18,65,Outro,Trimestral,HIIT,57,310,13:51:00,Presente,Tarde
2161,2024-04-02,21,Outro,Anual,CrossFit,26,142,05:00:00,Ausente,Manhã
2162,2024-11-22,33,Outro,Anual,Yoga,67,582,06:10:00,Ausente,Manhã
2163,2024-01-12,63,Outro,Mensal,Cardio,21,163,08:22:00,Ausente,Manhã
2164,2024-06-09,41,Outro,Trimestral,CrossFit,49,376,05:10:00,Presente,Manhã
2165,2024-02-27,23,Masculino,Trimestral,Cardio,97,805,22:42:00,Ausente,Noite
2166,2024-12-06,36,Feminino,Mensal,Yoga,50,258,15:27:00,Presente,Tarde
2167,2024-06-17,29,Masculino,Trimestral,Cardio,71,495,14:23:00,Ausente,Tarde
2168,2024-01-17,40,Masculino,Mensal,HIIT,20,109,05:06:00,Ausente,Manhã
2169,2024-12-01,34,Feminino,Anual,CrossFit,112,895,14:50:00,Ausente,Tarde
2170,2024-08-19,50,Feminino,Anual,Cardio,112,565,19:07:00,Presente,Noite
2171,2024-06-26,33,Outro,Trimestral,Yoga,73,502,19:31:00,Ausente,Noite
2172,2024-09-17,55,Outro,Trimestral,CrossFit,53,454,18:07:00,Presente,Noite
2173,2024-08-08,40,Feminino,Mensal,Cardio,116,996,21:06:00,Presente,Noite
2174,2024-01-26,19,Masculino,Anual,Yoga,55,490,20:51:00,Ausente,Noite
2175,2024-07-29,19,Masculino,Mensal,Treino de força,77,512,10:42:00,Ausente,Manhã
2176,2024-12-16,25,Feminino,Trimestral,Cardio,33,171,08:15:00,Presente,Manhã
2177,2024-11-24,34,Feminino,Mensal,CrossFit,97,762,21:14:00,Presente,Noite
2178,2024-10-25,59,Feminino,Mensal,Treino de força,51,299,16:29:00,Presente,Tarde
2179,2024-08-11,48,Feminino,Anual,Yoga,48,261,11:12:00,Presente,Manhã
2180,2024-08-31,48,Feminino,Anual,Cardio,39,317,13:18:00,Presente,Tarde
2181,2024-10-13,33,Masculino,Anual,Treino de força,45,416,09:46:00,Presente,Manhã
2182,2024-01-02,45,Outro,Trimestral,Treino de força,108,726,10:07:00,Presente,Manhã
2183,2024-04-23,27,Outro,Mensal,Treino de força,96,542,17:19:00,Presente,Tarde
2184,2024-06-24,23,Masculino,Mensal,Treino de força,48,428,07:54:00,Presente,Manhã
2185,2024-12-03,63,Outro,Mensal,Yoga,40,236,17:20:00,Ausente,Tarde
2186,2024-10-12,22,Outro,Mensal,HIIT,108,1055,11:44:00,Ausente,Manhã
2187,2024-07-07,32,Feminino,Anual,Treino de força,89,535,11:27:00,Presente,Manhã
2188,2024-01-17,56,Feminino,Trimestral,Cardio,84,424,05:07:00,Ausente,Manhã
2189,2024-08-13,49,Feminino,Trimestral,HIIT,53,490,15:36:00,Presente,Tarde
2190,2024-02-27,24,Feminino,Mensal,Yoga,63,353,08:59:00,Ausente,Manhã
2191,2024-06-24,59,Outro,Trimestral,CrossFit,24,152,09:42:00,Ausente,Manhã
2192,2024-11-24,52,Feminino,Anual,CrossFit,96,587,10:26:00,Presente,Manhã
2193,2024-12-05,55,Feminino,Anual,CrossFit,116,747,10:37:00,Ausente,Manhã
2194,2024-02-02,28,Outro,Mensal,CrossFit,21,122,08:25:00,Ausente,Manhã
2195,2024-05-06,46,Masculino,Mensal,Yoga,44,313,13:06:00,Presente,Tarde
2196,2024-09-26,62,Outro,Trimestral,Treino de força,49,326,18:01:00,Presente,Noite
2197,2024-12-11,52,Outro,Anual,Yoga,52,421,17:52:00,Ausente,Tarde
2198,2024-04-11,29,Outro,Trimestral,Treino de força,81,667,21:25:00,Ausente,Noite
2199,2024-02-15,32,Outro,Anual,Cardio,25,178,12:28:00,Ausente,Tarde
2200,2024-12-01,40,Masculino,Trimestral,Treino de força,59,539,10:34:00,Ausente,Manhã
2201,2024-10-11,44,Masculino,Mensal,Cardio,99,839,06:30:00,Ausente,Manhã
2202,2024-04-08,52,Masculino,Mensal,Cardio,32,207,19:03:00,Presente,Noite
2203,2024-05-24,42,Outro,Trimestral,Yoga,98,936,21:21:00,Ausente,Noite
2204,2024-10-12,47,Feminino,Mensal,Cardio,90,517,14:48:00,Ausente,Tarde
2205,2024-04-28,27,Feminino,Anual,Treino de força,41,398,12:30:00,Ausente,Tarde
2206,2024-02-05,41,Outro,Mensal,HIIT,63,578,08:54:00,Ausente,Manhã
2207,2024-08-05,51,Masculino,Mensal,Treino de força,25,142,22:52:00,Presente,Noite
2208,2024-08-28,18,Feminino,Trimestral,HIIT,102,909,13:27:00,Presente,Tarde
2209,2024-07-01,59,Feminino,Anual,CrossFit,31,194,21:26:00,Presente,Noite
2210,2024-07-10,47,Masculino,Anual,HIIT,70,354,15:15:00,Presente,Tarde
2211,2024-01-16,52,Masculino,Anual,Yoga,114,813,11:25:00,Ausente,Manhã
2212,2024-01-10,62,Feminino,Trimestral,Yoga,93,713,17:51:00,Ausente,Tarde
2213,2024-02-05,61,Outro,Anual,Treino de força,45,372,17:31:00,Ausente,Tarde
2214,2024-05-20,61,Feminino,Trimestral,Yoga,74,461,14:45:00,Presente,Tarde
2215,2024-01-03,64,Outro,Trimestral,Cardio,39,387,20:04:00,Presente,Noite
2216,2024-11-13,58,Feminino,Trimestral,Yoga,80,556,12:09:00,Presente,Tarde
2217,2024-07-31,42,Masculino,Mensal,Yoga,94,933,08:35:00,Presente,Manhã
2218,2024-07-19,20,Masculino,Mensal,Yoga,32,285,19:05:00,Ausente,Noite
2219,2024-02-22,41,Outro,Anual,Yoga,91,456,13:33:00,Ausente,Tarde
2220,2024-07-06,39,Masculino,Mensal,CrossFit,112,800,09:34:00,Presente,Manhã
2221,2024-08-12,37,Outro,Trimestral,CrossFit,105,929,20:09:00,Presente,Noite
2222,2024-10-24,61,Feminino,Trimestral,Treino de força,83,579,13:09:00,Ausente,Tarde
2223,2024-05-10,65,Feminino,Anual,Cardio,69,623,20:43:00,Presente,Noite
2224,2024-11-08,43,Outro,Anual,Cardio,60,497,19:15:00,Presente,Noite
2225,2024-12-27,21,Outro,Trimestral,Treino de força,74,408,05:20:00,Ausente,Manhã
2226,2024-02-11,49,Feminino,Mensal,Treino de força,33,238,08:14:00,Presente,Manhã
2227,2024-03-14,51,Masculino,Trimestral,HIIT,24,164,09:50:00,Ausente,Manhã
2228,2024-05-20,52,Feminino,Mensal,Yoga,53,489,06:27:00,Presente,Manhã
2229,2024-06-21,61,Feminino,Trimestral,Treino de força,25,249,08:28:00,Ausente,Manhã
2230,2024-08-16,37,Outro,Anual,Treino de força,38,301,21:25:00,Presente,Noite
2231,2024-06-15,34,Outro,Trimestral,CrossFit,104,771,14:44:00,Ausente,Tarde
2232,2024-01-26,43,Feminino,Mensal,Treino de força,52,463,15:21:00,Ausente,Tarde
2233,2024-01-07,60,Masculino,Trimestral,Yoga,119,733,05:53:00,Ausente,Manhã
2234,2024-04-14,22,Outro,Anual,Treino de força,116,611,10:48:00,Presente,Manhã
2235,2024-11-07,20,Feminino,Mensal,Yoga,54,470,20:25:00,Ausente,Noite
2236,2024-02-25,46,Outro,Mensal,Yoga,76,661,15:13:00,Ausente,Tarde
2237,2024-05-01,53,Feminino,Anual,CrossFit,87,656,11:36:00,Presente,Manhã
2238,2024-12-19,44,Feminino,Trimestral,Cardio,92,806,20:55:00,Ausente,Noite
2239,2024-01-29,37,Feminino,Anual,Yoga,115,649,12:19:00,Presente,Tarde
2240,2024-03-01,42,Feminino,Mensal,CrossFit,28,247,18:37:00,Presente,Noite
2241,2024-01-11,25,Masculino,Anual,HIIT,80,681,14:51:00,Ausente,Tarde
2242,2024-02-07,58,Masculino,Mensal,HIIT,69,482,13:58:00,Ausente,Tarde
2243,2024-05-29,43,Outro,Mensal,Cardio,88,776,07:10:00,Presente,Manhã
2244,2024-08-03,56,Masculino,Mensal,Treino de força,84,423,08:41:00,Ausente,Manhã
2245,2024-08-23,31,Masculino,Anual,Treino de força,23,213,06:54:00,Presente,Manhã
2246,2024-12-13,27,Outro,Mensal,HIIT,41,382,12:33:00,Presente,Tarde
2247,2024-03-06,45,Masculino,Anual,HIIT,88,550,17:29:00,Presente,Tarde
2248,2024-12-07,36,Outro,Trimestral,Cardio,99,698,13:48:00,Presente,Tarde
2249,2024-11-09,63,Outro,Anual,Treino de força,96,658,20:23:00,Ausente,Noite
2250,2024-03-23,49,Outro,Mensal,HIIT,97,964,11:48:00,Ausente,Manhã
2251,2024-01-24,44,Masculino,Anual,Cardio,53,354,09:47:00,Presente,Manhã
2252,2024-08-06,55,Feminino,Anual,CrossFit,107,825,05:01:00,Ausente,Manhã
2253,2024-01-23,56,Feminino,Mensal,Cardio,23,219,06:57:00,Presente,Manhã
2254,2024-04-21,50,Outro,Trimestral,Treino de força,98,836,15:26:00,Presente,Tarde
2255,2024-05-27,36,Feminino,Mensal,CrossFit,114,676,20:09:00,Presente,Noite
2256,2024-09-11,49,Outro,Trimestral,Treino de força,25,203,14:26:00,Presente,Tarde
2257,2024-06-28,47,Feminino,Trimestral,Cardio,97,906,16:17:00,Ausente,Tarde
2258,2024-11-12,55,Feminino,Mensal,CrossFit,27,198,05:59:00,Presente,Manhã
2259,2024-04-08,39,Outro,Mensal,Yoga,91,578,21:51:00,Presente,Noite
2260,2024-06-16,37,Outro,Trimestral,CrossFit,60,534,11:49:00,Ausente,Manhã
2261,2024-11-10,49,Masculino,Anual,Cardio,99,756,17:47:00,Presente,Tarde
2262,2024-02-12,37,Outro,Mensal,Treino de força,76,458,13:14:00,Ausente,Tarde
2263,2024-11-21,29,Masculino,Trimestral,Treino de força,69,683,06:43:00,Presente,Manhã
2264,2024-11-21,18,Feminino,Anual,Yoga,103,597,11:00:00,Ausente,Manhã
2265,2024-06-29,39,Masculino,Trimestral,Treino de força,79,424,10:04:00,Ausente,Manhã
2266,2024-04-24,28,Outro,Anual,HIIT,40,233,17:34:00,Ausente,Tarde
2267,2024-08-23,20,Masculino,Mensal,Yoga,100,641,16:14:00,Presente,Tarde
2268,2024-11-07,23,Masculino,Mensal,Cardio,55,354,12:15:00,Presente,Tarde
2269,2024-10-30,58,Outro,Trimestral,Treino de força,72,678,18:20:00,Ausente,Noite
2270,2024-09-20,20,Masculino,Mensal,Treino de força,80,668,09:00:00,Ausente,Manhã
2271,2024-10-01,41,Outro,Trimestral,CrossFit,68,451,12:02:00,Presente,Tarde
2272,2024-12-30,58,Feminino,Mensal,Cardio,77,422,18:36:00,Ausente,Noite
2273,2024-08-21,49,Outro,Mensal,Treino de força,82,612,10:38:00,Ausente,Manhã
2274,2024-07-07,26,Outro,Anual,HIIT,58,519,10:45:00,Ausente,Manhã
2275,2024-06-12,51,Feminino,Anual,CrossFit,102,1013,19:40:00,Ausente,Noite
2276,2024-11-15,49,Feminino,Trimestral,CrossFit,88,876,18:26:00,Ausente,Noite
2277,2024-09-04,43,Feminino,Anual,HIIT,42,240,16:59:00,Presente,Tarde
2278,2024-08-12,43,Outro,Trimestral,Treino de força,108,751,14:09:00,Presente,Tarde
2279,2024-09-22,46,Outro,Anual,Treino de força,89,519,06:27:00,Presente,Manhã
2280,2024-02-17,24,Feminino,Mensal,Yoga,64,631,22:38:00,Presente,Noite
2281,2024-03-29,39,Masculino,Trimestral,Cardio,108,710,10:55:00,Presente,Manhã
2282,2024-12-11,21,Outro,Anual,HIIT,23,197,07:05:00,Presente,Manhã
2283,2024-08-25,62,Feminino,Anual,Treino de força,29,228,22:15:00,Ausente,Noite
2284,2024-07-02,46,Masculino,Trimestral,Cardio,61,433,21:09:00,Ausente,Noite
2285,2024-10-29,52,Feminino,Mensal,HIIT,61,386,10:01:00,Presente,Manhã
2286,2024-11-15,25,Feminino,Mensal,Treino de força,74,377,14:46:00,Ausente,Tarde
2287,2024-05-08,63,Feminino,Anual,Cardio,108,913,18:45:00,Ausente,Noite
2288,2024-06-17,45,Feminino,Mensal,Yoga,55,420,22:14:00,Presente,Noite
2289,2024-03-02,37,Outro,Trimestral,Treino de força,40,395,15:45:00,Ausente,Tarde
2290,2024-11-23,20,Masculino,Mensal,Yoga,56,454,05:44:00,Presente,Manhã
2291,2024-05-17,56,Outro,Anual,Cardio,105,570,17:35:00,Presente,Tarde
2292,2024-01-17,53,Feminino,Mensal,Cardio,89,578,20:18:00,Ausente,Noite
2293,2024-07-21,37,Feminino,Trimestral,HIIT,64,513,08:56:00,Presente,Manhã
2294,2024-10-30,65,Outro,Mensal,Treino de força,43,294,13:26:00,Ausente,Tarde
